timestamp,cpu_percent,rss_mb
2026-03-18T08:03:59.613778,0.0,365.30859375
2026-03-18T08:04:00.118307,87.2,372.81640625
2026-03-18T08:04:00.622954,99.5,372.9296875
2026-03-18T08:04:01.123961,67.6,386.59765625
2026-03-18T08:04:01.624962,0.0,386.59765625
2026-03-18T08:04:02.125913,0.0,386.59765625
2026-03-18T08:04:02.626792,0.0,386.59765625
2026-03-18T08:04:03.127721,0.0,386.59765625
2026-03-18T08:04:03.628649,0.0,386.59765625
2026-03-18T08:04:04.129597,0.0,386.59765625
2026-03-18T08:04:04.630564,0.0,386.59765625
2026-03-18T08:04:05.131044,0.0,386.59765625
2026-03-18T08:04:05.632052,0.0,386.59765625
2026-03-18T08:04:06.133007,0.0,386.59765625
2026-03-18T08:04:06.633906,0.0,386.59765625
2026-03-18T08:04:07.134829,0.0,386.59765625
2026-03-18T08:04:07.635727,0.0,386.59765625
2026-03-18T08:04:08.136642,0.0,386.59765625
2026-03-18T08:04:08.637594,0.0,386.59765625
2026-03-18T08:04:09.138541,0.0,386.59765625
2026-03-18T08:04:09.639424,0.0,386.59765625
2026-03-18T08:04:10.140342,0.0,386.59765625
2026-03-18T08:04:10.641308,0.0,386.59765625
2026-03-18T08:04:11.142247,0.0,386.59765625
2026-03-18T08:04:11.643108,0.0,386.59765625
2026-03-18T08:04:12.144017,2.0,386.59765625
2026-03-18T08:04:12.644899,0.0,386.59765625
2026-03-18T08:04:13.145825,0.0,386.59765625
2026-03-18T08:04:13.646765,0.0,386.59765625
2026-03-18T08:04:14.147714,0.0,386.59765625
2026-03-18T08:04:14.648589,0.0,386.59765625
2026-03-18T08:04:15.149506,0.0,386.59765625
2026-03-18T08:04:15.650396,0.0,386.59765625
2026-03-18T08:04:16.151327,0.0,386.59765625
2026-03-18T08:04:16.652208,0.0,386.59765625
2026-03-18T08:04:17.153127,0.0,386.59765625
2026-03-18T08:04:17.654090,0.0,386.59765625
2026-03-18T08:04:18.155015,0.0,386.59765625
2026-03-18T08:04:18.655942,0.0,386.59765625
2026-03-18T08:04:19.156905,0.0,386.59765625
2026-03-18T08:04:19.657871,0.0,386.59765625
2026-03-18T08:04:20.158822,0.0,386.59765625
2026-03-18T08:04:20.659706,0.0,386.59765625
2026-03-18T08:04:21.160634,0.0,386.59765625
2026-03-18T08:04:21.661531,0.0,386.59765625
2026-03-18T08:04:22.162469,0.0,386.59765625
2026-03-18T08:04:22.663334,0.0,386.59765625
2026-03-18T08:04:23.164239,0.0,386.59765625
2026-03-18T08:04:23.665160,0.0,386.59765625
2026-03-18T08:04:24.166100,0.0,386.59765625
2026-03-18T08:04:24.666980,0.0,386.59765625
2026-03-18T08:04:25.167924,2.0,386.59765625
2026-03-18T08:04:25.668828,0.0,386.59765625
2026-03-18T08:04:26.169770,0.0,386.59765625
2026-03-18T08:04:26.670653,0.0,386.59765625
2026-03-18T08:04:27.171591,0.0,386.59765625
2026-03-18T08:04:27.672476,0.0,386.59765625
2026-03-18T08:04:28.173379,0.0,386.59765625
2026-03-18T08:04:28.674301,0.0,386.59765625
2026-03-18T08:04:29.175150,10.0,387.3046875
2026-03-18T08:04:29.675949,39.9,392.2578125
2026-03-18T08:04:30.176703,91.9,397.34375
2026-03-18T08:04:30.678085,57.9,401.01171875
2026-03-18T08:04:31.178945,0.0,401.015625
2026-03-18T08:04:31.679786,0.0,401.015625
2026-03-18T08:04:32.180623,2.0,401.015625
2026-03-18T08:04:32.681935,2.0,401.015625
2026-03-18T08:04:33.182828,0.0,401.015625
2026-03-18T08:04:33.685446,0.0,401.015625
2026-03-18T08:04:34.185946,0.0,401.015625
2026-03-18T08:04:34.686868,2.0,401.015625
2026-03-18T08:04:35.190352,0.0,401.015625
2026-03-18T08:04:35.691222,0.0,401.015625
2026-03-18T08:04:36.193742,0.0,401.015625
2026-03-18T08:04:36.697213,0.0,401.015625
2026-03-18T08:04:37.197962,2.0,401.015625
2026-03-18T08:04:37.699062,2.0,401.015625
2026-03-18T08:04:38.202029,0.0,401.015625
2026-03-18T08:04:38.703388,0.0,401.015625
2026-03-18T08:04:39.205096,2.0,401.015625
2026-03-18T08:04:39.711147,0.0,401.015625
2026-03-18T08:04:40.212938,0.0,401.015625
2026-03-18T08:04:40.713837,0.0,401.015625
2026-03-18T08:04:41.215210,2.0,401.015625
2026-03-18T08:04:41.717145,2.0,401.015625
2026-03-18T08:04:42.217966,0.0,401.015625
2026-03-18T08:04:42.718878,0.0,401.015625
2026-03-18T08:04:43.222347,0.0,401.015625
2026-03-18T08:04:43.728976,2.0,401.015625
2026-03-18T08:04:44.233002,0.0,401.015625
2026-03-18T08:04:44.739658,0.0,401.015625
2026-03-18T08:04:45.246332,2.0,401.015625
2026-03-18T08:04:45.753189,0.0,401.015625
2026-03-18T08:04:46.260960,0.0,401.015625
2026-03-18T08:04:46.766248,2.0,401.015625
2026-03-18T08:04:47.268975,0.0,401.015625
2026-03-18T08:04:47.774563,0.0,401.015625
2026-03-18T08:04:48.278072,0.0,401.015625
2026-03-18T08:04:48.784830,2.0,401.015625
2026-03-18T08:04:49.291231,0.0,401.015625
2026-03-18T08:04:49.798231,0.0,401.015625
2026-03-18T08:04:50.304637,2.0,401.015625
2026-03-18T08:04:50.811260,0.0,401.015625
2026-03-18T08:04:51.312248,0.0,401.015625
2026-03-18T08:04:51.813442,0.0,401.015625
2026-03-18T08:04:52.314243,2.0,401.015625
2026-03-18T08:04:52.816417,2.0,401.015625
2026-03-18T08:04:53.317281,0.0,401.015625
2026-03-18T08:04:53.819414,0.0,401.015625
2026-03-18T08:04:54.322545,2.0,401.015625
2026-03-18T08:04:54.822920,0.0,401.015625
2026-03-18T08:04:55.324125,0.0,401.015625
2026-03-18T08:04:55.824940,0.0,401.015625
2026-03-18T08:04:56.330849,0.0,401.015625
